,C,H,O,heat_rate,T,mass_porc,biomass_ESP
2137,41.67,5.28,39.77,20,315,37.3441647229148,True
2138,41.67,5.28,39.77,15,35,100.0,True
2139,41.67,5.28,39.77,10,314,26.0057,True
2140,41.67,5.28,39.77,10,39,100.0,True
2141,41.67,5.28,39.77,10,326,22.88292,True
2142,41.67,5.28,39.77,15,428,14.54411,True
2143,41.67,5.28,39.77,20,752,6.49883374889407,True
2144,41.67,5.28,39.77,15,34,100.0,True
2145,41.67,5.28,39.77,10,324,23.19888,True
2146,41.67,5.28,39.77,10,593,6.27171,True
2147,41.67,5.28,39.77,10,382,15.73174,True
2148,41.67,5.28,39.77,10,42,100.0,True
2149,41.67,5.28,39.77,15,455,12.31032,True
2150,41.67,5.28,39.77,15,713,6.56828,True
2151,41.67,5.28,39.77,15,641,6.83539,True
2152,41.67,5.28,39.77,15,597,6.93449,True
2153,41.67,5.28,39.77,10,545,6.73881,True
2154,41.67,5.28,39.77,10,899,6.17463,True
2155,41.67,5.28,39.77,20,240,94.1486366926728,True
2156,41.67,5.28,39.77,10,76,100.07253,True
2157,41.67,5.28,39.77,10,46,100.0,True
2158,41.67,5.28,39.77,15,880,5.01101,True
2159,41.67,5.28,39.77,10,590,6.3627,True
2160,41.67,5.28,39.77,10,674,5.75288,True
2161,41.67,5.28,39.77,15,191,99.07239,True
2162,41.67,5.28,39.77,15,609,6.90944,True
2163,41.67,5.28,39.77,10,270,69.24122,True
2164,41.67,5.28,39.77,15,823,5.01037,True
2165,41.67,5.28,39.77,10,463,7.92229,True
2166,41.67,5.28,39.77,10,105,99.39144,True
2167,41.67,5.28,39.77,10,766,5.71095,True
2168,41.67,5.28,39.77,20,425,16.7739081476716,True
2169,41.67,5.28,39.77,10,52,99.92097,True
2170,41.67,5.28,39.77,10,529,6.80131,True
2171,41.67,5.28,39.77,15,614,6.90242,True
2172,41.67,5.28,39.77,15,97,99.98673,True
2173,41.67,5.28,39.77,10,653,5.63632,True
2174,41.67,5.28,39.77,10,183,98.82966,True
2175,41.67,5.28,39.77,15,546,7.54884,True
2176,41.67,5.28,39.77,10,656,5.65936,True
2177,41.67,5.28,39.77,20,358,25.2191747768036,True
2178,41.67,5.28,39.77,10,256,83.66371,True
2179,41.67,5.28,39.77,10,478,7.27311,True
2180,41.67,5.28,39.77,20,635,7.10206707954639,True
2181,41.67,5.28,39.77,10,499,6.93268,True
2182,41.67,5.28,39.77,15,181,99.51685,True
2183,41.67,5.28,39.77,15,408,16.55275,True
2184,41.67,5.28,39.77,10,857,6.12705,True
2185,41.67,5.28,39.77,10,494,6.97967,True
2186,41.67,5.28,39.77,10,527,6.80356,True
2187,41.67,5.28,39.77,20,779,6.4586181935172,True
2188,41.67,5.28,39.77,10,751,5.84664,True
2189,41.67,5.28,39.77,15,816,4.97817,True
2190,41.67,5.28,39.77,10,40,100.0,True
2191,41.67,5.28,39.77,15,854,5.01101,True
2192,41.67,5.28,39.77,15,170,99.84344,True
2193,41.67,5.28,39.77,15,310,38.83984,True
2194,41.67,5.28,39.77,20,792,6.41840263814048,True
2195,41.67,5.28,39.77,15,377,20.59255,True
2196,41.67,5.28,39.77,10,571,6.61785,True
2197,41.67,5.28,39.77,10,792,5.64919,True
2198,41.67,5.28,39.77,15,582,7.03565,True
2199,41.67,5.28,39.77,10,569,6.61998,True
2200,41.67,5.28,39.77,15,697,6.60604,True
2201,41.67,5.28,39.77,15,34,100.0,True
2202,41.67,5.28,39.77,15,289,56.16068,True
2203,41.67,5.28,39.77,15,462,11.85478,True
2204,41.67,5.28,39.77,10,459,8.15107,True
2205,41.67,5.28,39.77,20,213,98.2506233411084,True
2206,41.67,5.28,39.77,15,104,99.9474,True
2207,41.67,5.28,39.77,15,552,7.46383,True
2208,41.67,5.28,39.77,15,558,7.39815,True
2209,41.67,5.28,39.77,15,251,90.68145,True
2210,41.67,5.28,39.77,10,852,6.20002,True
2211,41.67,5.28,39.77,15,257,85.50246,True
2212,41.67,5.28,39.77,20,326,32.3775436338776,True
2213,41.67,5.28,39.77,15,527,8.0641,True
2214,41.67,5.28,39.77,10,659,5.69536,True
2215,41.67,5.28,39.77,15,99,99.97969,True
2216,41.67,5.28,39.77,15,637,6.85053,True
2217,41.67,5.28,39.77,10,571,6.5975,True
2218,41.67,5.28,39.77,15,33,100.0,True
2219,41.67,5.28,39.77,20,771,6.4586181935172,True
2220,41.67,5.28,39.77,10,629,5.8644,True
2221,41.67,5.28,39.77,10,778,5.80339,True
2222,41.67,5.28,39.77,20,286,69.6774712458778,True
2223,41.67,5.28,39.77,15,343,26.15205,True
2224,41.67,5.28,39.77,20,699,6.69991152577813,True
2225,41.67,5.28,39.77,15,81,100.03953,True
2226,41.67,5.28,39.77,20,656,6.9210970803507,True
2227,41.67,5.28,39.77,15,519,8.37076,True
2228,41.67,5.28,39.77,10,63,100.10461,True
2229,41.67,5.28,39.77,10,880,6.22376,True
2230,41.67,5.28,39.77,20,461,13.4963403844607,True
2231,41.67,5.28,39.77,15,403,17.04869,True
2232,41.67,5.28,39.77,15,685,6.62999,True
2233,41.67,5.28,39.77,10,631,5.85718,True
2234,41.67,5.28,39.77,10,42,100.0,True
2235,41.67,5.28,39.77,10,535,6.78132,True
2236,41.67,5.28,39.77,10,577,6.56772,True
2237,41.67,5.28,39.77,10,875,6.22286,True
2238,41.67,5.28,39.77,15,329,29.80551,True
2239,41.67,5.28,39.77,15,303,44.82964,True
2240,41.67,5.28,39.77,15,357,23.72083,True
2241,41.67,5.28,39.77,20,221,97.34577334513,True
2242,41.67,5.28,39.77,10,617,5.9237,True
2243,41.67,5.28,39.77,10,48,99.80028,True
2244,41.67,5.28,39.77,10,73,100.10725,True
2245,41.67,5.28,39.77,15,596,6.95308,True
2246,41.67,5.28,39.77,15,493,9.99943,True
2247,41.67,5.28,39.77,20,305,45.206305799083,True
2248,41.67,5.28,39.77,10,583,6.52225,True
2249,41.67,5.28,39.77,10,389,14.7958,True
2250,41.67,5.28,39.77,15,909,5.01101,True
2251,41.67,5.28,39.77,10,287,41.19695,True
2252,41.67,5.28,39.77,10,352,19.40758,True
2253,41.67,5.28,39.77,20,470,12.9534303868736,True
2254,41.67,5.28,39.77,10,828,5.77191,True
2255,41.67,5.28,39.77,10,672,5.80339,True
2256,41.67,5.28,39.77,10,767,5.69536,True
2257,41.67,5.28,39.77,15,769,6.03353,True
2258,41.67,5.28,39.77,10,590,6.40196,True
2259,41.67,5.28,39.77,15,668,6.69014,True
2260,41.67,5.28,39.77,10,80,100.00288,True
2261,41.67,5.28,39.77,10,824,5.86767,True
2262,41.67,5.28,39.77,15,383,19.73162,True
2263,41.67,5.28,39.77,15,708,6.57442,True
2264,41.67,5.28,39.77,15,184,99.42006,True
2265,41.67,5.28,39.77,10,34,100.0,True
2266,41.67,5.28,39.77,10,238,92.55887,True
2267,41.67,5.28,39.77,10,423,10.67365,True
2268,41.67,5.28,39.77,10,66,100.12329,True
2269,41.67,5.28,39.77,10,934,6.22145,True
2270,41.67,5.28,39.77,10,350,19.70067,True
2271,41.67,5.28,39.77,20,317,36.0371591731682,True
2272,41.67,5.28,39.77,10,860,5.84219,True
2273,41.67,5.28,39.77,10,889,6.21878,True
2274,41.67,5.28,39.77,20,75,100.0,True
2275,41.67,5.28,39.77,15,221,96.30656,True
2276,41.67,5.28,39.77,10,516,6.84218,True
2277,41.67,5.28,39.77,10,308,27.75218,True
2278,41.67,5.28,39.77,10,647,5.63697,True
2279,41.67,5.28,39.77,15,795,5.03541,True
2280,41.67,5.28,39.77,15,399,17.41657,True
2281,41.67,5.28,39.77,20,439,15.4266870425481,True
2282,41.67,5.28,39.77,20,356,25.6012225528834,True
2283,41.67,5.28,39.77,10,822,5.85171,True
2284,41.67,5.28,39.77,10,743,5.84188,True
2285,41.67,5.28,39.77,10,599,6.1908,True
2286,41.67,5.28,39.77,15,512,8.81113,True
2287,41.67,5.28,39.77,10,688,5.65932,True
2288,41.67,5.28,39.77,10,259,80.75755,True
2289,41.67,5.28,39.77,10,841,5.64849,True
2290,41.67,5.28,39.77,20,500,10.9225448403442,True
2291,41.67,5.28,39.77,10,662,5.7608,True
2292,41.67,5.28,39.77,10,386,15.29611,True
2293,41.67,5.28,39.77,20,396,19.790074800933,True
2294,41.67,5.28,39.77,10,82,99.9739,True
2295,41.67,5.28,39.77,15,85,100.02679,True
2296,41.67,5.28,39.77,20,390,20.5943859084694,True
2297,41.67,5.28,39.77,10,815,5.82544,True
2298,41.67,5.28,39.77,10,517,6.83697,True
2299,41.67,5.28,39.77,15,502,9.37712,True
2300,41.67,5.28,39.77,10,247,88.63681,True
2301,41.67,5.28,39.77,15,105,99.94129,True
2302,41.67,5.28,39.77,10,457,8.25783,True
2303,41.67,5.28,39.77,15,809,4.97703,True
2304,41.67,5.28,39.77,10,70,100.12161,True
2305,41.67,5.28,39.77,10,561,6.65867,True
2306,41.67,5.28,39.77,20,689,6.76023485884336,True
2307,41.67,5.28,39.77,10,695,5.78815,True
2308,41.67,5.28,39.77,15,431,14.05006,True
2309,41.67,5.28,39.77,20,114,99.9798922223116,True
2310,41.67,5.28,39.77,10,79,100.01456,True
2311,41.67,5.28,39.77,15,768,6.01009,True
2312,41.67,5.28,39.77,15,551,7.49613,True
2313,41.67,5.28,39.77,15,779,5.64372,True
2314,41.67,5.28,39.77,15,34,100.0,True
2315,41.67,5.28,39.77,10,400,12.98203,True
2316,41.67,5.28,39.77,10,75,100.09212,True
2317,41.67,5.28,39.77,15,106,99.93468,True
2318,41.67,5.28,39.77,20,294,61.2523123944342,True
2319,41.67,5.28,39.77,10,384,15.50879,True
2320,41.67,5.28,39.77,15,777,5.85837,True
2321,41.67,5.28,39.77,15,794,4.97678,True
2322,41.67,5.28,39.77,15,832,5.01101,True
2323,41.67,5.28,39.77,20,764,6.47872597120571,True
2324,41.67,5.28,39.77,20,890,6.21732486125628,True
2325,41.67,5.28,39.77,20,448,14.6223759350116,True
2326,41.67,5.28,39.77,10,551,6.70795,True
2327,41.67,5.28,39.77,10,179,99.09649,True
2328,41.67,5.28,39.77,10,646,5.65518,True
2329,41.67,5.28,39.77,10,38,100.0,True
2330,41.67,5.28,39.77,10,511,6.86079,True
2331,41.67,5.28,39.77,10,38,100.0,True
2332,41.67,5.28,39.77,10,581,6.54352,True
2333,41.67,5.28,39.77,15,851,5.01101,True
2334,41.67,5.28,39.77,10,257,82.53492,True
2335,41.67,5.28,39.77,20,628,7.18249819029999,True
2336,41.67,5.28,39.77,15,67,100.02862,True
2337,41.67,5.28,39.77,20,587,7.78573152095231,True
2338,41.67,5.28,39.77,20,458,13.8783881605404,True
2339,41.67,5.28,39.77,20,486,11.6263170594386,True
2340,41.67,5.28,39.77,10,427,10.2412,True
2341,41.67,5.28,39.77,10,437,9.51854,True
2342,41.67,5.28,39.77,15,345,25.74699,True
2343,41.67,5.28,39.77,10,573,6.59303,True
2344,41.67,5.28,39.77,10,39,100.0,True
2345,41.67,5.28,39.77,20,629,7.18249819029999,True
2346,41.67,5.28,39.77,10,576,6.58114,True
2347,41.67,5.28,39.77,20,846,6.23743263894478,True
2348,41.67,5.28,39.77,20,451,14.4615137135044,True
2349,41.67,5.28,39.77,10,474,7.47705,True
2350,41.67,5.28,39.77,15,179,99.57522,True
2351,41.67,5.28,39.77,10,385,15.43618,True
2352,41.67,5.28,39.77,15,56,99.9656,True
2353,41.67,5.28,39.77,20,837,6.29775597201001,True
2354,41.67,5.28,39.77,10,371,17.1693,True
2355,41.67,5.28,39.77,20,101,100.0,True
2356,41.67,5.28,39.77,10,39,100.0,True
2357,41.67,5.28,39.77,20,572,8.00691707552473,True
2358,41.67,5.28,39.77,15,253,89.88357,True
2359,41.67,5.28,39.77,10,379,16.18454,True
2360,41.67,5.28,39.77,10,38,100.0,True
2361,41.67,5.28,39.77,10,492,7.00649,True
2362,41.67,5.28,39.77,10,750,5.85424,True
2363,41.67,5.28,39.77,10,186,98.62998,True
2364,41.67,5.28,39.77,15,930,5.01101,True
2365,41.67,5.28,39.77,15,38,100.0,True
2366,41.67,5.28,39.77,10,53,99.96146,True
2367,41.67,5.28,39.77,10,392,14.29129,True
2368,41.67,5.28,39.77,20,436,15.7283037078741,True
2369,41.67,5.28,39.77,15,779,5.88453,True
2370,41.67,5.28,39.77,15,531,7.90886,True
2371,41.67,5.28,39.77,10,82,99.96575,True
2372,41.67,5.28,39.77,10,45,100.0,True
2373,41.67,5.28,39.77,10,638,5.70794,True
2374,41.67,5.28,39.77,10,657,5.67559,True
2375,41.67,5.28,39.77,10,598,6.17559,True
2376,41.67,5.28,39.77,20,273,83.270328963243,True
2377,41.67,5.28,39.77,20,298,52.70650687686,True
2378,41.67,5.28,39.77,15,611,6.90559,True
2379,41.67,5.28,39.77,10,177,99.15536,True
2380,41.67,5.28,39.77,15,423,14.95602,True
2381,41.67,5.28,39.77,10,286,46.72007,True
2382,41.67,5.28,39.77,10,858,6.02372,True
2383,41.67,5.28,39.77,20,653,6.98142041341593,True
2384,41.67,5.28,39.77,10,667,5.87324,True
2385,41.67,5.28,39.77,10,518,6.83439,True
2386,41.67,5.28,39.77,15,465,11.51639,True
2387,41.67,5.28,39.77,15,726,6.51712,True
2388,41.67,5.28,39.77,10,661,5.74295,True
2389,41.67,5.28,39.77,20,46,100.0,True
2390,41.67,5.28,39.77,10,40,100.0,True
2391,41.67,5.28,39.77,10,753,5.81742,True
2392,41.67,5.28,39.77,10,38,100.0,True
2393,41.67,5.28,39.77,10,719,5.75288,True
2394,41.67,5.28,39.77,20,111,100.0,True
2395,41.67,5.28,39.77,15,397,17.53886,True
2396,41.67,5.28,39.77,10,634,5.82524,True
2397,41.67,5.28,39.77,15,766,6.23175,True
2398,41.67,5.28,39.77,10,196,98.05882,True
2399,41.67,5.28,39.77,15,852,5.01101,True
2400,41.67,5.28,39.77,10,42,100.0,True
2401,41.67,5.28,39.77,10,449,8.78093,True
2402,41.67,5.28,39.77,15,340,26.79235,True
2403,41.67,5.28,39.77,20,852,6.23743263894478,True
2404,41.67,5.28,39.77,10,312,26.32622,True
2405,41.67,5.28,39.77,15,786,5.14532,True
2406,41.67,5.28,39.77,15,351,24.78522,True
2407,41.67,5.28,39.77,10,663,5.77882,True
2408,41.67,5.28,39.77,20,849,6.23743263894478,True
2409,41.67,5.28,39.77,10,233,94.34887,True
2410,41.67,5.28,39.77,20,217,97.8082522319633,True
2411,41.67,5.28,39.77,10,625,5.87825,True
2412,41.67,5.28,39.77,10,180,98.99071,True
2413,41.67,5.28,39.77,10,214,96.54013,True
2414,41.67,5.28,39.77,15,689,6.61926,True
2415,41.67,5.28,39.77,10,283,51.08775,True
2416,41.67,5.28,39.77,15,887,5.01101,True
2417,41.67,5.28,39.77,15,326,30.52916,True
2418,41.67,5.28,39.77,20,656,6.96131263572742,True
2419,41.67,5.28,39.77,10,278,57.12817,True
2420,41.67,5.28,39.77,20,59,100.0,True
2421,41.67,5.28,39.77,20,571,8.0471326309016,True
2422,41.67,5.28,39.77,10,748,5.87846,True
2423,41.67,5.28,39.77,15,599,6.93855,True
2424,41.67,5.28,39.77,10,421,10.90444,True
2425,41.67,5.28,39.77,10,754,5.6504,True
2426,41.67,5.28,39.77,10,550,6.71993,True
2427,41.67,5.28,39.77,20,682,6.76023485884336,True
2428,41.67,5.28,39.77,15,317,34.24285,True
2429,41.67,5.28,39.77,10,514,6.84788,True
2430,41.67,5.28,39.77,15,389,18.87338,True
2431,41.67,5.28,39.77,15,515,8.60495,True
2432,41.67,5.28,39.77,15,312,36.69236,True
2433,41.67,5.28,39.77,10,324,23.36958,True
